The Creatures,deathrock
The Creatures,darkwave
The Creatures,new wave
Max & Harvey,neoclassical
Max & Harvey,minimalism
Max & Harvey,classical
Max & Harvey,ambient
The National,indie rock
Basshunter,eurodance
Basshunter,europop
The Vryll Society,psychedelic pop
Jimi Hendrix,psychedelic rock
Jimi Hendrix,classic rock
Jimi Hendrix,acid rock
Jimi Hendrix,blues rock
Henry Wu,nu jazz
Sergeant,arena rock
Sergeant,album rock
Smudj,drum and bass
Smudj,bassline
Stampin’ Ground,groove metal
Stampin’ Ground,hardcore
Stampin’ Ground,hardcore punk
Stampin’ Ground,metalcore
Milk Crimes,folk punk
Milk Crimes,math rock
Blind Haze,stoner rock
The Everly Brothers,doo-wop
Frànçois & the Atlas Mountains,classical piano
Frànçois & the Atlas Mountains,classical
Katherine Jenkins,opera
Katherine Jenkins,classical
Pete Burns,hi-nrg
Pete Burns,eurodance
Meryl Streek,musicals
Patent Pending,pop punk
Buddy Whittington,blues
Buddy Whittington,blues rock
Buddy Whittington,modern blues
Moonshine Wagon,folk punk
Moonshine Wagon,gothic country
Moonshine Wagon,bluegrass
Grimes,art pop
Grimes,indietronica
The Pleasure Dome,post-punk
The Pleasure Dome,noise rock
Engine Alley,art rock
Slap Rash,post-punk
V2,ebm
V2,industrial
V2,hardcore techno
V2,rage rap
V2,darkwave
Home Counties,post-punk
Perfume,j-pop
Perfume,shibuya-kei
Perfume,j-dance
Mark System,drum and bass
Mark System,liquid funk
Mark System,jungle
Floral,math rock
Floral,midwest emo
Floral,post-rock
Daisy Chains,noise rock
Chromatics,dream pop
Albert Cummings,blues
Albert Cummings,blues rock
Albert Cummings,modern blues
Aviator,album rock
Aviator,arena rock
Aviator,glam metal
oso oso,midwest emo
oso oso,math rock
Nordic Giants,post-rock
Reef,britpop
Leftöver Crack,ska punk
Leftöver Crack,punk
Leftöver Crack,ska
Leftöver Crack,folk punk
Leftöver Crack,hardcore punk
Leftöver Crack,skate punk
Teddy and the Rough Riders,alt country
Teddy and the Rough Riders,americana
The Nightingales,post-punk
The Nightingales,new wave
Wire,post-punk
Wire,proto-punk
Wire,new wave
Wire,punk
Ellis Murphy,uk garage
Ellis Murphy,breakbeat
Ellis Murphy,bassline
Ellis Murphy,uk funky
New Groove,disco house
The Primitives,jangle pop
Neck Deep,pop punk
Neck Deep,emo
Neck Deep,punk
Cainhurst,screamo
The Instigators,hardcore punk
Municipal Waste,thrash metal
Municipal Waste,speed metal
Municipal Waste,groove metal
Municipal Waste,metal
Municipal Waste,hardcore punk
The Hives,garage rock
White Rose Movement,new rave
White Rose Movement,electroclash
White Rose Movement,electronic rock
The Walkmen,indie rock
Bloodfury,hardcore
The Wildhearts,power pop
Jaguar Skills,drum and bass
Jaguar Skills,bassline
John Douglas,easy listening
Carla Monroe,piano house
RVIVR,punk
RVIVR,melodic hardcore
RVIVR,pop punk
Bon Iver,indie folk
Calligram,black metal
VersaEmerge,emo pop
John Cleese,celtic
Hal Bruce,southern rock
Dungen,psychedelic rock
Dungen,space rock
Dungen,psychedelic pop
The Waterboys,celtic rock
Mushroom,nu metal
Mushroom,industrial metal
Mushroom,rap metal
Mushroom,metal
Mushroom,alternative metal
Big Boss Man,jazz funk
Big Boss Man,acid jazz
The Rood,classic rock
The Rood,rock
David Murray Octet,free jazz
David Murray Octet,avant-garde
David Murray Octet,hard bop
David Murray Octet,jazz
Hidden Orchestra,nu jazz
Hidden Orchestra,trip hop
Hidden Orchestra,downtempo
The Alarm,new wave
The Salts,sea shanties
Lucky Peterson,blues
Lucky Peterson,modern blues
Lucky Peterson,blues rock
Lucky Peterson,soul blues
Urang Matang,ska
Steve Lawson,lullaby
Au Pairs,post-punk
Au Pairs,new wave
Au Pairs,cold wave
Beverly,neo soul
Billy Connolly,comedy
Senser,rap metal
Senser,rap rock
Johnny Kidd and the Pirates,rockabilly
Johnny Kidd and the Pirates,rock and roll
Jayne County & The Electric Chairs,glam rock
Jayne County & The Electric Chairs,proto-punk
Bauhaus,post-punk
Bauhaus,deathrock
Bauhaus,darkwave
Bauhaus,cold wave
Bauhaus,new wave
Peatbog Faeries,celtic
Peatbog Faeries,celtic rock
Peatbog Faeries,folk
Northcote,folk pop
Northcote,folk punk
Hot Water Music,punk
Hot Water Music,skate punk
Hot Water Music,melodic hardcore
Hot Water Music,post-hardcore
Hot Water Music,emocore
David Essex,glam rock
David Essex,christmas
Thorsten Quaeschning,krautrock
Thorsten Quaeschning,space music
Earthen Ritual,doom metal
Earthen Ritual,stoner rock
Godeth,groove metal
The Field Mice,jangle pop
The Field Mice,dream pop
The Field Mice,shoegaze
The Field Mice,indie pop
Beastie Boys,rap rock
Beastie Boys,east coast hip hop
Beastie Boys,hip hop
Nick Lowe,power pop
Marionettes,deathrock
Marionettes,darkwave
Marionettes,post-punk
Marionettes,gothic metal
Razorlight,britpop
Razorlight,indie
Fear Factory,industrial metal
Fear Factory,groove metal
Fear Factory,industrial
Fear Factory,industrial rock
Fear Factory,nu metal
Fear Factory,metal
Fear Factory,rap metal
Fear Factory,alternative metal
Pat & Olivia,album rock
Sulk Rooms,drone
Sulk Rooms,dark ambient
Sulk Rooms,ambient
Kilburn and the High Roads,proto-punk
Shygirl,hyperpop
Nine Day Decline,industrial rock
Nine Day Decline,industrial
Nine Day Decline,industrial metal
Nine Day Decline,alternative metal
Nine Day Decline,electronic rock
Nine Day Decline,nu metal
ROSÉ,k-pop
The Overjoyed,skate punk
Bear Arms,post-hardcore
Helm,alternative metal
Helm,noise rock
Helm,post-hardcore
Helm,grunge
Helm,groove metal
Enforcer,speed metal
Enforcer,heavy metal
Enforcer,power metal
Enforcer,thrash metal
Wonky Alice,madchester
Pijn,sludge metal
Pijn,post-rock
Pijn,doom metal
The High Kings,celtic
The High Kings,sea shanties
The High Kings,celtic rock
The Blue Jays,rockabilly
The Blue Jays,rock and roll
The Blue Jays,doo-wop
Longfellow,folk rock
Skrillex,dubstep
Skrillex,edm
Skrillex,electro
Skrillex,electronic
The Gods,acid rock
The Gods,psychedelic rock
The Gods,psychedelic pop
The Duke Spirit,garage rock
Edwin Starr,northern soul
Edwin Starr,motown
The Step,acid house
The Step,idm
The Ruins of Beverast,black metal
The Ruins of Beverast,doom metal
The Ruins of Beverast,sludge metal
Rezet,thrash metal
Rezet,speed metal
Secret Affair,power pop
Secret Affair,northern soul
Secret Affair,ska
Moloch,black metal
Moloch,dark ambient
SCALER,industrial rock
Sarah Jane Morris,acid jazz
Transfer,rock urbano
Kristy “Krash” Majors,dancehall
Kristy “Krash” Majors,soca
Stuckfish,progressive rock
Stuckfish,symphonic rock
Bad Gyal,neoperreo
Boys of the Lough,celtic
Boys of the Lough,celtic rock
Boys of the Lough,traditional music
Norma Jean,metalcore
Norma Jean,post-hardcore
Norma Jean,hardcore
Norma Jean,screamo
Omega Tribe,city pop
Omega Tribe,j-pop
Omega Tribe,kayokyoku
SWAY,dubstep
Richard Barbieri,art rock
Richard Barbieri,progressive rock
Arcadium,acid rock
Arcadium,progressive rock
Arcadium,psychedelic rock
Arcadium,krautrock
Sarah Shook & the Disarmers,alt country
Sarah Shook & the Disarmers,americana
Ellie Gowers,folk
Putrefy,grindcore
Putrefy,death metal
rhythmnreel,celtic rock
Free,classic rock
Martha Skye Murphy,art pop
Levellers,celtic rock
Levellers,folk punk
Levellers,britpop
Levellers,folk rock
The Frank and Walters,jangle pop
The Frank and Walters,madchester
Novella,gnawa
The System,post-disco
The System,new jack swing
The Jermz,soul jazz
The Jermz,punk
The Delines,alt country
The Delines,americana
Lost Cherrees,deathrock
Lost Cherrees,punk
Lost Cherrees,hardcore punk
Salad,britpop
Salad,madchester
Roy ‘Chubby’ Brown,comedy
Tangerine Dream,krautrock
Tangerine Dream,space music
Tangerine Dream,space rock
Tangerine Dream,new age
Tangerine Dream,progressive rock
Tangerine Dream,ambient
blk.,hard techno
blk.,techno
String Driven Thing,progressive rock
Two Gallants,folk punk
Two Gallants,indie folk
Ryan McGarvey,blues rock
Ryan McGarvey,blues
GZA/Genius,east coast hip hop
GZA/Genius,hip hop
GZA/Genius,boom bap
Ministry of Sound Classical,piano house
Ministry of Sound Classical,acid house
Merrick's Tusk,math rock
Cairiss,black metal
Bruce Cockburn,singer-songwriter
The Drums,indie
beabadoobee,bedroom pop
Het Zweet,free jazz
Chiodos,post-hardcore
Chiodos,screamo
Chiodos,emo
Chiodos,emocore
Lizzie No,americana
Watain,black metal
Trunc,techno
Trunc,minimal techno
Trunc,dub techno
Trunc,acid techno
Gojira,metal
Gojira,progressive metal
Gojira,groove metal
Gojira,death metal
Gojira,djent
Delta 5,post-punk
The Chemical Brothers,big beat
The Chemical Brothers,alternative dance
The Chemical Brothers,electronic
The Chemical Brothers,breakbeat
Angel Witch,heavy metal
Angel Witch,speed metal
The Karma Effect,modern blues
The Karma Effect,blues rock
Night Swimming,dream pop
Night Swimming,shoegaze
Belle and Sebastian,chamber pop
Belle and Sebastian,baroque pop
Mondo Generator,stoner rock
Mondo Generator,sludge metal
Top Topham,blues rock
Top Topham,blues
The Three Degrees,philly soul
The Three Degrees,disco
Knuckle Puck,pop punk
Knuckle Puck,midwest emo
Knuckle Puck,punk
The Watch,progressive rock
The Watch,symphonic rock
The Watch,art rock
The Watch,progressive metal
Matumbi,roots reggae
Matumbi,reggae
Matumbi,lovers rock
Matumbi,rocksteady
The Undivided,lovers rock
Still,southern rock
The Boatman,hip house
The Boatman,acid house
The Boatman,piano house
The Boatman,chicago house
Noriko Ogawa,japanese classical
Noriko Ogawa,classical piano
Noriko Ogawa,classical
Bloodmores,thrash metal
Bloodmores,speed metal
The White Stripes,garage rock
The White Stripes,blues rock
The White Stripes,rock
The White Stripes,alternative rock
London Sinfonietta,classical
London Sinfonietta,chamber music
London Sinfonietta,minimalism
Jonathan Richman,proto-punk
Deerhunter,shoegaze
Deerhunter,dream pop
Deerhunter,noise rock
Eric Bell,blues rock
Eric Bell,chicago house
Oh Captain!,post-rock
Nick Drake,folk
Nick Drake,singer-songwriter
Darkzy,bassline
Darkzy,drum and bass
Darkzy,bass house
SPUNK,grindcore
Johnny Dowd,jazz
Johnny Dowd,swing music
Johnny Dowd,cool jazz
Jake Isaac,folk pop
Awesome 3,piano house
Awesome 3,acid house
Awesome 3,rave
Awesome 3,breakbeat
The Pitmen Poets,celtic rock
The Pitmen Poets,christmas
The Pitmen Poets,folk punk
The Pitmen Poets,celtic
Joseph Capriati,techno
Joseph Capriati,minimal techno
Joseph Capriati,tech house
Johnny Foreigner,emo pop
Duran Duran,new wave
Duran Duran,synthpop
UK Decay,deathrock
UK Decay,post-punk
UK Decay,darkwave
UK Decay,cold wave
Heartless,uk garage
Heartless,uk funky
Heartless,grime
Heartless,funky house
Jane Weaver,space rock
Jane Weaver,art pop
Bury Tomorrow,metalcore
Bury Tomorrow,metal
Bury Tomorrow,deathcore
Bury Tomorrow,post-hardcore
Sans Froid,art rock
Sans Froid,math rock
BCUC,gnawa
Moonchild Sanelly,gqom
Dislocation Dance,post-punk
House of Lords,album rock
House of Lords,arena rock
House of Lords,glam metal
House of Lords,hard rock
House of Lords,glam rock
As Everything Unfolds,metalcore
As Everything Unfolds,post-hardcore
Folk Devils,post-punk
Folk Devils,cold wave
Folk Devils,darkwave
Lesley Garrett,opera
Arkham Witch,doom metal
Arkham Witch,sludge metal
New Young Pony Club,new rave
New Young Pony Club,electroclash
New Young Pony Club,alternative dance
New Young Pony Club,indie dance
New Young Pony Club,electronic rock
Gifts From Crows,neoclassical
Love Remain,uk garage
Draper,chillstep
Agitated,noise rock
Adam Ant,new wave
Department S,new wave
Department S,post-punk
Victoria Wood,comedy
Brutality Will Prevail,hardcore
Brutality Will Prevail,hardcore punk
Brutality Will Prevail,melodic hardcore
The Darker My Horizon,hard rock
Michale Graves,psychobilly
The Sea Urchins,jangle pop
The Sea Urchins,indie pop
enkElination,symphonic metal
enkElination,gothic metal
enkElination,symphonic rock
Uli Jon Roth,neoclassical
Filmmaker,ebm
Filmmaker,darkwave
Filmmaker,cold wave
Filmmaker,industrial
Filmmaker,witch house
Fathoms,melodic hardcore
Fathoms,metalcore
Fathoms,djent
Fathoms,deathcore
The Complete Stone Roses,madchester
Hamish Stuart,album rock
Taylor McCall,red dirt
Porcupine Tree,progressive rock
Porcupine Tree,progressive metal
Porcupine Tree,art rock
Porcupine Tree,space rock
John Wiese & C. Spencer Yeh,christmas
East Exchange,afroswing
East Exchange,afrobeats
East Exchange,dancehall
Pat Travers,blues rock
Pat Travers,southern rock
Pat Travers,modern blues
Pat Travers,classic blues
Pat Travers,blues
Tomorrow,k-pop
The Cravats,post-punk
The Cravats,proto-punk
Ex Deo,melodic death metal
Ex Deo,symphonic metal
Ex Deo,death metal
Ex Deo,folk metal
Ex Deo,metal
Trash Talk,hardcore
Trash Talk,hardcore punk
Wolfbastard,black metal
The JB Conspiracy,ska punk
The JB Conspiracy,ska
Sassafras,roots rock
Dave Bainbridge,celtic rock
Dave Bainbridge,celtic
Dave Bainbridge,progressive rock
The Martin Harley Band,modern blues
The Martin Harley Band,blues
John & Wayne,singer-songwriter
